Level,No,English,Korean
Beginner,350,I want to practice English for 148 minutes today.,오늘은 영어를 148분 동안 연습하고 싶어요.
Beginner,351,I want to practice English for 149 minutes today.,오늘은 영어를 149분 동안 연습하고 싶어요.
Beginner,352,I want to practice English for 150 minutes today.,오늘은 영어를 150분 동안 연습하고 싶어요.
Beginner,353,I want to practice English for 151 minutes today.,오늘은 영어를 151분 동안 연습하고 싶어요.
Beginner,354,I want to practice English for 152 minutes today.,오늘은 영어를 152분 동안 연습하고 싶어요.
Beginner,355,I want to practice English for 153 minutes today.,오늘은 영어를 153분 동안 연습하고 싶어요.
Beginner,356,I want to practice English for 154 minutes today.,오늘은 영어를 154분 동안 연습하고 싶어요.
Beginner,357,I want to practice English for 155 minutes today.,오늘은 영어를 155분 동안 연습하고 싶어요.
Beginner,358,I want to practice English for 156 minutes today.,오늘은 영어를 156분 동안 연습하고 싶어요.
Beginner,359,I want to practice English for 157 minutes today.,오늘은 영어를 157분 동안 연습하고 싶어요.
Beginner,360,I want to practice English for 158 minutes today.,오늘은 영어를 158분 동안 연습하고 싶어요.
Beginner,361,I want to practice English for 159 minutes today.,오늘은 영어를 159분 동안 연습하고 싶어요.
Beginner,362,I want to practice English for 160 minutes today.,오늘은 영어를 160분 동안 연습하고 싶어요.
Beginner,363,I want to practice English for 161 minutes today.,오늘은 영어를 161분 동안 연습하고 싶어요.
Beginner,364,I want to practice English for 162 minutes today.,오늘은 영어를 162분 동안 연습하고 싶어요.
Beginner,365,I want to practice English for 163 minutes today.,오늘은 영어를 163분 동안 연습하고 싶어요.
Beginner,366,I want to practice English for 164 minutes today.,오늘은 영어를 164분 동안 연습하고 싶어요.
Beginner,367,I want to practice English for 165 minutes today.,오늘은 영어를 165분 동안 연습하고 싶어요.
Beginner,368,I want to practice English for 166 minutes today.,오늘은 영어를 166분 동안 연습하고 싶어요.
Beginner,369,I want to practice English for 167 minutes today.,오늘은 영어를 167분 동안 연습하고 싶어요.
Beginner,370,I want to practice English for 168 minutes today.,오늘은 영어를 168분 동안 연습하고 싶어요.
Beginner,371,I want to practice English for 169 minutes today.,오늘은 영어를 169분 동안 연습하고 싶어요.
Beginner,372,I want to practice English for 170 minutes today.,오늘은 영어를 170분 동안 연습하고 싶어요.
Beginner,373,I want to practice English for 171 minutes today.,오늘은 영어를 171분 동안 연습하고 싶어요.
Beginner,374,I want to practice English for 172 minutes today.,오늘은 영어를 172분 동안 연습하고 싶어요.
Beginner,375,I want to practice English for 173 minutes today.,오늘은 영어를 173분 동안 연습하고 싶어요.
Beginner,376,I want to practice English for 174 minutes today.,오늘은 영어를 174분 동안 연습하고 싶어요.
Beginner,377,I want to practice English for 175 minutes today.,오늘은 영어를 175분 동안 연습하고 싶어요.
Beginner,378,I want to practice English for 176 minutes today.,오늘은 영어를 176분 동안 연습하고 싶어요.
Beginner,379,I want to practice English for 177 minutes today.,오늘은 영어를 177분 동안 연습하고 싶어요.
Beginner,380,I want to practice English for 178 minutes today.,오늘은 영어를 178분 동안 연습하고 싶어요.
Beginner,381,I want to practice English for 179 minutes today.,오늘은 영어를 179분 동안 연습하고 싶어요.
Beginner,382,I want to practice English for 180 minutes today.,오늘은 영어를 180분 동안 연습하고 싶어요.
Beginner,383,I want to practice English for 181 minutes today.,오늘은 영어를 181분 동안 연습하고 싶어요.
Beginner,384,I want to practice English for 182 minutes today.,오늘은 영어를 182분 동안 연습하고 싶어요.
Beginner,385,I want to practice English for 183 minutes today.,오늘은 영어를 183분 동안 연습하고 싶어요.
Beginner,386,I want to practice English for 184 minutes today.,오늘은 영어를 184분 동안 연습하고 싶어요.
Beginner,387,I want to practice English for 185 minutes today.,오늘은 영어를 185분 동안 연습하고 싶어요.
Beginner,388,I want to practice English for 186 minutes today.,오늘은 영어를 186분 동안 연습하고 싶어요.
Beginner,389,I want to practice English for 187 minutes today.,오늘은 영어를 187분 동안 연습하고 싶어요.
Beginner,390,I want to practice English for 188 minutes today.,오늘은 영어를 188분 동안 연습하고 싶어요.
Beginner,391,I want to practice English for 189 minutes today.,오늘은 영어를 189분 동안 연습하고 싶어요.
Beginner,392,I want to practice English for 190 minutes today.,오늘은 영어를 190분 동안 연습하고 싶어요.
Beginner,393,I want to practice English for 191 minutes today.,오늘은 영어를 191분 동안 연습하고 싶어요.
Beginner,394,I want to practice English for 192 minutes today.,오늘은 영어를 192분 동안 연습하고 싶어요.
Beginner,395,I want to practice English for 193 minutes today.,오늘은 영어를 193분 동안 연습하고 싶어요.
Beginner,396,I want to practice English for 194 minutes today.,오늘은 영어를 194분 동안 연습하고 싶어요.
Beginner,397,I want to practice English for 195 minutes today.,오늘은 영어를 195분 동안 연습하고 싶어요.
Beginner,398,I want to practice English for 196 minutes today.,오늘은 영어를 196분 동안 연습하고 싶어요.
Beginner,399,I want to practice English for 197 minutes today.,오늘은 영어를 197분 동안 연습하고 싶어요.
Beginner,400,I want to practice English for 198 minutes today.,오늘은 영어를 198분 동안 연습하고 싶어요.
Beginner,401,I want to practice English for 199 minutes today.,오늘은 영어를 199분 동안 연습하고 싶어요.
Beginner,402,I want to practice English for 200 minutes today.,오늘은 영어를 200분 동안 연습하고 싶어요.
Beginner,403,I want to practice English for 201 minutes today.,오늘은 영어를 201분 동안 연습하고 싶어요.
Beginner,404,I want to practice English for 202 minutes today.,오늘은 영어를 202분 동안 연습하고 싶어요.
Beginner,405,I want to practice English for 203 minutes today.,오늘은 영어를 203분 동안 연습하고 싶어요.
Beginner,406,I want to practice English for 204 minutes today.,오늘은 영어를 204분 동안 연습하고 싶어요.
Beginner,407,I want to practice English for 205 minutes today.,오늘은 영어를 205분 동안 연습하고 싶어요.
Beginner,408,I want to practice English for 206 minutes today.,오늘은 영어를 206분 동안 연습하고 싶어요.
Beginner,409,I want to practice English for 207 minutes today.,오늘은 영어를 207분 동안 연습하고 싶어요.
Beginner,410,I want to practice English for 208 minutes today.,오늘은 영어를 208분 동안 연습하고 싶어요.
Beginner,411,I want to practice English for 209 minutes today.,오늘은 영어를 209분 동안 연습하고 싶어요.
Beginner,412,I want to practice English for 210 minutes today.,오늘은 영어를 210분 동안 연습하고 싶어요.
Beginner,413,I want to practice English for 211 minutes today.,오늘은 영어를 211분 동안 연습하고 싶어요.
Beginner,414,I want to practice English for 212 minutes today.,오늘은 영어를 212분 동안 연습하고 싶어요.
Beginner,415,I want to practice English for 213 minutes today.,오늘은 영어를 213분 동안 연습하고 싶어요.
Beginner,416,I want to practice English for 214 minutes today.,오늘은 영어를 214분 동안 연습하고 싶어요.
Beginner,417,I want to practice English for 215 minutes today.,오늘은 영어를 215분 동안 연습하고 싶어요.
Beginner,418,I want to practice English for 216 minutes today.,오늘은 영어를 216분 동안 연습하고 싶어요.
Beginner,419,I want to practice English for 217 minutes today.,오늘은 영어를 217분 동안 연습하고 싶어요.
Beginner,420,I want to practice English for 218 minutes today.,오늘은 영어를 218분 동안 연습하고 싶어요.
Beginner,421,I want to practice English for 219 minutes today.,오늘은 영어를 219분 동안 연습하고 싶어요.
Beginner,422,I want to practice English for 220 minutes today.,오늘은 영어를 220분 동안 연습하고 싶어요.
Beginner,423,I want to practice English for 221 minutes today.,오늘은 영어를 221분 동안 연습하고 싶어요.
Beginner,424,I want to practice English for 222 minutes today.,오늘은 영어를 222분 동안 연습하고 싶어요.
Beginner,425,I want to practice English for 223 minutes today.,오늘은 영어를 223분 동안 연습하고 싶어요.
Beginner,426,I want to practice English for 224 minutes today.,오늘은 영어를 224분 동안 연습하고 싶어요.
Beginner,427,I want to practice English for 225 minutes today.,오늘은 영어를 225분 동안 연습하고 싶어요.
Beginner,428,I want to practice English for 226 minutes today.,오늘은 영어를 226분 동안 연습하고 싶어요.
Beginner,429,I want to practice English for 227 minutes today.,오늘은 영어를 227분 동안 연습하고 싶어요.
Beginner,430,I want to practice English for 228 minutes today.,오늘은 영어를 228분 동안 연습하고 싶어요.
Beginner,431,I want to practice English for 229 minutes today.,오늘은 영어를 229분 동안 연습하고 싶어요.
Beginner,432,I want to practice English for 230 minutes today.,오늘은 영어를 230분 동안 연습하고 싶어요.
Beginner,433,I want to practice English for 231 minutes today.,오늘은 영어를 231분 동안 연습하고 싶어요.
Beginner,434,I want to practice English for 232 minutes today.,오늘은 영어를 232분 동안 연습하고 싶어요.
Beginner,435,I want to practice English for 233 minutes today.,오늘은 영어를 233분 동안 연습하고 싶어요.
Beginner,436,I want to practice English for 234 minutes today.,오늘은 영어를 234분 동안 연습하고 싶어요.
Beginner,437,I want to practice English for 235 minutes today.,오늘은 영어를 235분 동안 연습하고 싶어요.
Beginner,438,I want to practice English for 236 minutes today.,오늘은 영어를 236분 동안 연습하고 싶어요.
Beginner,439,I want to practice English for 237 minutes today.,오늘은 영어를 237분 동안 연습하고 싶어요.
Beginner,440,I want to practice English for 238 minutes today.,오늘은 영어를 238분 동안 연습하고 싶어요.
Beginner,441,I want to practice English for 239 minutes today.,오늘은 영어를 239분 동안 연습하고 싶어요.
Beginner,442,I want to practice English for 240 minutes today.,오늘은 영어를 240분 동안 연습하고 싶어요.
Beginner,443,I want to practice English for 241 minutes today.,오늘은 영어를 241분 동안 연습하고 싶어요.
Beginner,444,I want to practice English for 242 minutes today.,오늘은 영어를 242분 동안 연습하고 싶어요.
Beginner,445,I want to practice English for 243 minutes today.,오늘은 영어를 243분 동안 연습하고 싶어요.
Beginner,446,I want to practice English for 244 minutes today.,오늘은 영어를 244분 동안 연습하고 싶어요.
Beginner,447,I want to practice English for 245 minutes today.,오늘은 영어를 245분 동안 연습하고 싶어요.
Beginner,448,I want to practice English for 246 minutes today.,오늘은 영어를 246분 동안 연습하고 싶어요.
Beginner,449,I want to practice English for 247 minutes today.,오늘은 영어를 247분 동안 연습하고 싶어요.
Beginner,450,I want to practice English for 248 minutes today.,오늘은 영어를 248분 동안 연습하고 싶어요.
Beginner,451,I want to practice English for 249 minutes today.,오늘은 영어를 249분 동안 연습하고 싶어요.
Beginner,452,I want to practice English for 250 minutes today.,오늘은 영어를 250분 동안 연습하고 싶어요.
